"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC","ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of committers","Number of developer commits","Number of previous modifications","Number of previous fixes","bug"
"L20775","TestPlotLegends.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestPlotLegends.java","L20762","6","0","0","4","106","206"
"L20776","TestPlotLineColorPalette.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestPlotLineColorPalette.java","L20762","1","0","0","3","17","47"
"L20777","TestPlotLineShapePalette.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestPlotLineShapePalette.java","L20762","16","0","1","2","89","129","L20713","TestPlotLineShapePalette.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestPlotLineShapePalette.java","L20698","16","0","89","2","70","3","0","0"
"L20778","TestPlotLocalControlsManager.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestPlotLocalControlsManager.java","L20762","1","0","0","11","276","378"
"L20779","TestPlotMarkerIcon.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestPlotMarkerIcon.java","L20762","14","0","0","6","106","167","L20715","TestPlotMarkerIcon.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestPlotMarkerIcon.java","L20698","14","0","106","2","70","4","0","0"
"L20781","TestPlotTimeSyncLine.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestPlotTimeSyncLine.java","L20762","1","0","0","7","349","470","L20717","TestPlotTimeSyncLine.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestPlotTimeSyncLine.java","L20698","1","0","349","2","70","4","0","0"
"L20782","TestPlotView.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestPlotView.java","L20762","8","0","0","13","302","419"
"L20780","TestPlotterPlot.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestPlotterPlot.java","L20762","5","0","0","6","190","253","L20716","TestPlotterPlot.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestPlotterPlot.java","L20698","5","0","190","2","70","3","0","0"
"L20783","TestQCPlotObjects.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestQCPlotObjects.java","L20762","1","0","0","13","473","652"
"L20784","TestQuinnCurtisPlot.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestQuinnCurtisPlot.java","L20762","5","0","0","10","489","620","L20720","TestQuinnCurtisPlot.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestQuinnCurtisPlot.java","L20698","5","0","489","2","70","4","0","0"
"L20785","TestStackPlotLayout.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/bridge/TestStackPlotLayout.java","L20762","9","0","0","7","143","204"
"L26189","TestPlotViewPolicy.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/policy/TestPlotViewPolicy.java","L26188","5","0","0","9","180","259"
"L29292","TestTruncatingLabel.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/util/TestTruncatingLabel.java","L29291","6","0","0","2","50","71","L29196","TestTruncatingLabel.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/util/TestTruncatingLabel.java","L29195","6","0","50","2","70","4","0","0"
"L26483","PlotSettingsControlPanelRobotTest.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/PlotSettingsControlPanelRobotTest.java","L26482","3","0","0","7","158","242"
"L26484","TestNonTimeEntryOnPlotSettingControlPanel.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestNonTimeEntryOnPlotSettingControlPanel.java","L26482","1","0","10","2","176","305","L26398","TestNonTimeEntryOnPlotSettingControlPanel.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestNonTimeEntryOnPlotSettingControlPanel.java","L26396","1","0","176","1","70","1","0","0"
"L26485","TestNumericTextField.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestNumericTextField.java","L26482","6","0","0","2","86","127"
"L26486","TestPlotControlsLayout.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestPlotControlsLayout.java","L26482","1","0","0","2","70","111","L26400","TestPlotControlsLayout.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestPlotControlsLayout.java","L26396","1","0","70","1","70","1","0","0"
"L26487","TestPlotPersistanceHandler.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestPlotPersistanceHandler.java","L26482","15","0","0","4","94","138","L26401","TestPlotPersistanceHandler.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestPlotPersistanceHandler.java","L26396","15","0","94","2","70","7","0","0"
"L26488","TestPlotSettingController.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestPlotSettingController.java","L26482","1","0","0","6","102","163","L26402","TestPlotSettingController.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestPlotSettingController.java","L26396","1","0","102","2","70","4","0","0"
"L26489","TestPlotSettingsControlPanel.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestPlotSettingsControlPanel.java","L26482","14","0","1","8","330","429","L26403","TestPlotSettingsControlPanel.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestPlotSettingsControlPanel.java","L26396","14","0","330","2","70","5","0","0"
"L26490","TestPlotViewFactory.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestPlotViewFactory.java","L26482","1","0","0","2","62","96"
"L26491","TestPlotViewRole.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestPlotViewRole.java","L26482","5","0","1","19","579","822","L26405","TestPlotViewRole.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestPlotViewRole.java","L26396","5","0","579","2","70","5","0","0"
"L26492","TestTimeDuration.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestTimeDuration.java","L26482","1","0","0","2","21","46"
"L26493","TestTimeEntryOnPlotSettingControlPanel.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestTimeEntryOnPlotSettingControlPanel.java","L26482","1","0","4","2","107","201","L26407","TestTimeEntryOnPlotSettingControlPanel.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestTimeEntryOnPlotSettingControlPanel.java","L26396","1","0","107","1","70","1","0","0"
"L26494","TestTimeSpanTextField.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestTimeSpanTextField.java","L26482","2","0","0","4","62","93"
"L26495","TestTimeTextField.java","fastPlotViews/src/test/java/gov/nasa/arc/mct/fastplot/view/TestTimeTextField.java","L26482","4","0","0","4","73","105"
"L29322","ComponentRegistryAccess.java","limits/src/main/java/gov/nasa/arc/mct/limits/ComponentRegistryAccess.java","L29321","1","0","0","4","16","45"
"L29323","LimitLineComponent.java","limits/src/main/java/gov/nasa/arc/mct/limits/LimitLineComponent.java","L29321","5","0","0","17","119","174","L29227","LimitLineComponent.java","limits/src/main/java/gov/nasa/arc/mct/limits/LimitLineComponent.java","L29225","5","0","119","3","70","6","0","0"
"L29324","LimitLineComponentProvider.java","limits/src/main/java/gov/nasa/arc/mct/limits/LimitLineComponentProvider.java","L29321","1","0","0","6","38","73"
"L29325","LimitLineCreateWizardUI.java","limits/src/main/java/gov/nasa/arc/mct/limits/LimitLineCreateWizardUI.java","L29321","4","0","0","3","119","169","L29229","LimitLineCreateWizardUI.java","limits/src/main/java/gov/nasa/arc/mct/limits/LimitLineCreateWizardUI.java","L29225","4","0","119","1","70","1","0","0"
"L29326","LimitLineEditor.java","limits/src/main/java/gov/nasa/arc/mct/limits/LimitLineEditor.java","L29321","5","0","1","6","53","96","L29230","LimitLineEditor.java","limits/src/main/java/gov/nasa/arc/mct/limits/LimitLineEditor.java","L29225","5","0","53","1","70","1","0","0"
"L29327","LimitLineModel.java","limits/src/main/java/gov/nasa/arc/mct/limits/LimitLineModel.java","L29321","1","0","2","2","19","55"
"L29349","LimitDataProvider.java","limits/src/main/java/gov/nasa/arc/mct/limits/data/LimitDataProvider.java","L29348","10","0","3","7","95","152"
"L29350","LimitEventProvider.java","limits/src/main/java/gov/nasa/arc/mct/limits/data/LimitEventProvider.java","L29348","10","0","1","7","80","120","L29254","LimitEventProvider.java","limits/src/main/java/gov/nasa/arc/mct/limits/data/LimitEventProvider.java","L29252","10","0","80","1","70","1","0","0"
"L29351","TimeServiceImpl.java","limits/src/main/java/gov/nasa/arc/mct/limits/data/TimeServiceImpl.java","L29348","1","0","0","3","13","42","L29255","TimeServiceImpl.java","limits/src/main/java/gov/nasa/arc/mct/limits/data/TimeServiceImpl.java","L29252","1","0","13","3","70","5","0","0"
"L29335","ComponentRegistryAccessTest.java","limits/src/test/java/gov/nasa/arc/mct/limits/ComponentRegistryAccessTest.java","L29334","1","0","0","3","23","52"
"L29336","LimitLineComponentProviderTest.java","limits/src/test/java/gov/nasa/arc/mct/limits/LimitLineComponentProviderTest.java","L29334","1","0","0","6","43","75"
"L29337","LimitLineComponentTest.java","limits/src/test/java/gov/nasa/arc/mct/limits/LimitLineComponentTest.java","L29334","1","0","0","4","44","78","L29241","LimitLineComponentTest.java","limits/src/test/java/gov/nasa/arc/mct/limits/LimitLineComponentTest.java","L29238","1","0","44","1","70","1","0","0"
"L36042","BrokenComponent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/BrokenComponent.java","L36041","1","0","0","2","8","34","L35927","BrokenComponent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/BrokenComponent.java","L35926","1","0","8","1","70","1","0","0"
"L36043","BrokenInfoPanel.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/BrokenInfoPanel.java","L36041","1","0","0","2","33","69"
"L36044","MineTaxonomyComponent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/MineTaxonomyComponent.java","L36041","1","0","0","2","6","40"
"L36045","TelemetryDataTaxonomyComponent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/TelemetryDataTaxonomyComponent.java","L36041","1","0","1","2","9","48","L35930","TelemetryDataTaxonomyComponent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/TelemetryDataTaxonomyComponent.java","L35926","1","0","9","1","70","1","0","0"
"L36046","TelemetryDisciplineComponent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/TelemetryDisciplineComponent.java","L36041","2","0","1","1","17","47","L35931","TelemetryDisciplineComponent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/TelemetryDisciplineComponent.java","L35926","2","0","17","1","70","1","0","0"
"L36047","TelemetryUserDropBoxComponent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/TelemetryUserDropBoxComponent.java","L36041","1","0","1","2","10","43","L35932","TelemetryUserDropBoxComponent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/TelemetryUserDropBoxComponent.java","L35926","1","0","10","1","70","1","0","0"
"L36115","AllCannotBeInspectedPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/AllCannotBeInspectedPolicy.java","L36114","4","0","1","1","21","52","L36000","AllCannotBeInspectedPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/AllCannotBeInspectedPolicy.java","L35999","4","0","21","1","70","1","0","0"
"L36116","CanDeleteComponentPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CanDeleteComponentPolicy.java","L36114","3","0","0","3","25","53","L36001","CanDeleteComponentPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CanDeleteComponentPolicy.java","L35999","3","0","25","1","70","1","0","0"
"L36118","CanRemoveComponentPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CanRemoveComponentPolicy.java","L36114","4","0","0","3","28","56"
"L36117","CannotDragMySandbox.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CannotDragMySandbox.java","L36114","3","0","0","2","21","50"
"L36119","CantDuplicateDropBoxesPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CantDuplicateDropBoxesPolicy.java","L36114","2","0","2","0","16","49","L36004","CantDuplicateDropBoxesPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CantDuplicateDropBoxesPolicy.java","L35999","2","0","16","1","70","1","0","0"
"L36120","ChangeOwnershipPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/ChangeOwnershipPolicy.java","L36114","2","0","1","1","20","53"
"L36121","CheckBuiltinComponentPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CheckBuiltinComponentPolicy.java","L36114","2","0","1","1","17","49"
"L36122","CheckComponentOwnerIsUserPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CheckComponentOwnerIsUserPolicy.java","L36114","4","0","0","2","17","46","L36007","CheckComponentOwnerIsUserPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CheckComponentOwnerIsUserPolicy.java","L35999","4","0","17","1","70","1","0","0"
"L36123","DefaultViewForTaxonomyNode.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/DefaultViewForTaxonomyNode.java","L36114","3","0","0","2","23","48"
"L36124","DisciplineUsersViewControlPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/DisciplineUsersViewControlPolicy.java","L36114","4","0","0","2","30","60"
"L36125","DropboxFilterViewPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/DropboxFilterViewPolicy.java","L36114","10","0","0","2","45","84","L36010","DropboxFilterViewPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/DropboxFilterViewPolicy.java","L35999","10","0","45","1","70","1","0","0"
"L36126","LeafCannotAddChildDetectionPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/LeafCannotAddChildDetectionPolicy.java","L36114","1","0","1","1","13","48","L36011","LeafCannotAddChildDetectionPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/LeafCannotAddChildDetectionPolicy.java","L35999","1","0","13","1","70","1","0","0"
"L36127","ObjectPermissionPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/ObjectPermissionPolicy.java","L36114","5","0","1","3","32","68"
"L36128","PreferredViewPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/PreferredViewPolicy.java","L36114","1","0","1","1","10","40"
"L36129","ReservedWordsNamingPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/ReservedWordsNamingPolicy.java","L36114","4","0","1","1","22","67"
"L36130","SameComponentsCannotBeLinkedPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/SameComponentsCannotBeLinkedPolicy.java","L36114","5","0","1","1","28","65"
"L36360","CoreComponentProvider.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/provider/CoreComponentProvider.java","L36359","4","0","0","6","120","154","L36244","CoreComponentProvider.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/provider/CoreComponentProvider.java","L36243","4","0","120","1","70","2","0","0"
"L36361","CoreComponentProviderDelegate.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/provider/CoreComponentProviderDelegate.java","L36359","6","0","1","3","85","147","L36245","CoreComponentProviderDelegate.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/provider/CoreComponentProviderDelegate.java","L36243","6","0","85","1","70","1","0","0"
"L36458","CanvasViewDropActionEvent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/CanvasViewDropActionEvent.java","L36457","1","0","3","0","17","75"
"L36459","DropboxCanvasView.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/DropboxCanvasView.java","L36457","11","0","0","2","120","163","L36343","DropboxCanvasView.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/DropboxCanvasView.java","L36341","11","0","120","1","70","2","0","0"
"L36460","UsersManifestation.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/UsersManifestation.java","L36457","5","0","0","3","144","194","L36344","UsersManifestation.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/UsersManifestation.java","L36341","5","0","144","1","70","1","0","0"
"L36461","UsersPage.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/UsersPage.java","L36457","4","0","0","3","69","108","L36345","UsersPage.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/UsersPage.java","L36341","4","0","69","1","70","1","0","0"
"L36462","ViewRoleContentDropActionEvent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/ViewRoleContentDropActionEvent.java","L36457","1","0","9","0","48","144"
"L36687","ComponentSecurityProperties.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/util/ComponentSecurityProperties.java","L36686","3","0","1","2","23","60"
"L36700","Activator.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/coreTaxonomyProvider/Activator.java","L36699","1","0","1","2","31","63","L36584","Activator.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/coreTaxonomyProvider/Activator.java","L36583","1","0","31","1","70","1","0","0"
"L8485","AlternateRowColorTable.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/gui/table/AlternateRowColorTable.java","L8484","7","0","0","6","60","96"
"L8486","BottomBorderHeaderRenderer.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/gui/table/BottomBorderHeaderRenderer.java","L8484","1","0","0","2","21","51"
"L8487","ColumnHeaderBorder.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/gui/table/ColumnHeaderBorder.java","L8484","1","0","0","5","31","63"
"L31837","PlatformAccess.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/platform/core/access/PlatformAccess.java","L31836","1","0","4","0","16","64"
"L31838","PolicyManagerAccess.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/platform/core/access/PolicyManagerAccess.java","L31836","1","0","0","4","15","42"
"L36050","BrokenComponentTest.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/components/BrokenComponentTest.java","L36049","3","0","0","2","51","92","L35935","BrokenComponentTest.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/components/BrokenComponentTest.java","L35934","3","0","51","1","70","1","0","0"
"L36132","CanDeleteComponentPolicyTest.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/policy/CanDeleteComponentPolicyTest.java","L36131","1","0","0","4","56","96","L36017","CanDeleteComponentPolicyTest.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/policy/CanDeleteComponentPolicyTest.java","L36016","1","0","56","1","70","1","0","0"
"L36133","CannotDragMySandboxTest.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/policy/CannotDragMySandboxTest.java","L36131","1","0","0","3","36","74"
"L36134","PreferredViewPolicyTest.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/policy/PreferredViewPolicyTest.java","L36131","1","0","0","2","10","34"
"L36135","ReservedWordsNamingPolicyTest.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/policy/ReservedWordsNamingPolicyTest.java","L36131","1","0","0","4","28","66"
"L36136","TestDefaultViewForTaxonomy.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/policy/TestDefaultViewForTaxonomy.java","L36131","5","0","0","4","67","113"
"L36137","TestSameComponentCannotBeLinked.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/policy/TestSameComponentCannotBeLinked.java","L36131","1","0","0","2","22","53"
"L5464","TestDropBoxCanvas.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/gui/TestDropBoxCanvas.java","L5463","6","0","0","5","93","141","L5457","TestDropBoxCanvas.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/gui/TestDropBoxCanvas.java","L5456","6","0","93","2","70","4","0","0"
"L5465","TestDropboxCanvasManifestationInfo.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/gui/TestDropboxCanvasManifestationInfo.java","L5463","1","0","0","2","17","44"
"L36729","LatchComponentAccss.java","mctLastBundleMarker/src/main/java/gov/nasa/arc/mct/service/component/LatchComponentAccss.java","L36728","2","0","0","3","16","44"
"L36738","LatchComponentAccessTest.java","mctLastBundleMarker/src/test/java/gov/nasa/arc/mct/service/component/LatchComponentAccessTest.java","L36737","3","0","0","3","56","88"
"L29692","BufferFullException.java","mctcore/src/main/java/gov/nasa/arc/mct/api/feed/BufferFullException.java","L29691","1","0","3","0","10","47"
"L29693","DataArchive.java","mctcore/src/main/java/gov/nasa/arc/mct/api/feed/DataArchive.java","L29691","1","0","2","0","5","39"
"L29694","DataProvider.java","mctcore/src/main/java/gov/nasa/arc/mct/api/feed/DataProvider.java","L29691","1","0","5","0","15","75"
"L29695","FeedAggregator.java","mctcore/src/main/java/gov/nasa/arc/mct/api/feed/FeedAggregator.java","L29691","1","0","2","0","8","46"
"L29696","FeedDataArchive.java","mctcore/src/main/java/gov/nasa/arc/mct/api/feed/FeedDataArchive.java","L29691","1","0","5","0","9","71"
"L29697","package-info.java","mctcore/src/main/java/gov/nasa/arc/mct/api/feed/package-info.java","L29691","1","0","0","0","1","26"
"L29776","OptimisticLockException.java","mctcore/src/main/java/gov/nasa/arc/mct/api/persistence/OptimisticLockException.java","L29775","1","0","2","0","7","39","L29680","OptimisticLockException.java","mctcore/src/main/java/gov/nasa/arc/mct/api/persistence/OptimisticLockException.java","L29679","1","0","7","1","70","1","0","0"
"L29778","PersistenceService.java","mctcore/src/main/java/gov/nasa/arc/mct/api/persistence/PersistenceService.java","L29775","1","0","6","0","9","73","L29682","PersistenceService.java","mctcore/src/main/java/gov/nasa/arc/mct/api/persistence/PersistenceService.java","L29679","1","0","9","2","590","4","0","0"
"L29777","package-info.java","mctcore/src/main/java/gov/nasa/arc/mct/api/persistence/package-info.java","L29775","1","0","0","0","1","26","L29681","package-info.java","mctcore/src/main/java/gov/nasa/arc/mct/api/persistence/package-info.java","L29679","1","0","1","1","70","1","0","0"
"L29804","AbstractComponent.java","mctcore/src/main/java/gov/nasa/arc/mct/components/AbstractComponent.java","L29803","66","0","47","1","619","1155","L29708","AbstractComponent.java","mctcore/src/main/java/gov/nasa/arc/mct/components/AbstractComponent.java","L29707","66","0","619","3","590","15","0","0"
"L29805","DetectGraphicsDevices.java","mctcore/src/main/java/gov/nasa/arc/mct/components/DetectGraphicsDevices.java","L29803","9","0","13","0","112","266"
"L29806","ExtendedProperties.java","mctcore/src/main/java/gov/nasa/arc/mct/components/ExtendedProperties.java","L29803","10","0","11","0","86","184"
"L29807","ExtendedPropertiesHashMapType.java","mctcore/src/main/java/gov/nasa/arc/mct/components/ExtendedPropertiesHashMapType.java","L29803","5","0","0","0","53","85"
"L29808","ExtendedPropertiesXmlAdapter.java","mctcore/src/main/java/gov/nasa/arc/mct/components/ExtendedPropertiesXmlAdapter.java","L29803","1","0","1","2","16","46"
"L29809","FeedProvider.java","mctcore/src/main/java/gov/nasa/arc/mct/components/FeedProvider.java","L29803","1","0","23","2","123","311","L29713","FeedProvider.java","mctcore/src/main/java/gov/nasa/arc/mct/components/FeedProvider.java","L29707","1","0","123","3","70","5","0","0"
"L29810","JAXBModelStatePersistence.java","mctcore/src/main/java/gov/nasa/arc/mct/components/JAXBModelStatePersistence.java","L29803","7","0","1","2","64","135"
"L29811","ModelStatePersistence.java","mctcore/src/main/java/gov/nasa/arc/mct/components/ModelStatePersistence.java","L29803","1","0","3","0","5","46"
"L29813","Placeholder.java","mctcore/src/main/java/gov/nasa/arc/mct/components/Placeholder.java","L29803","1","0","2","0","4","36"
"L29814","PropertyDescriptor.java","mctcore/src/main/java/gov/nasa/arc/mct/components/PropertyDescriptor.java","L29803","1","0","8","0","34","105"
"L29815","PropertyEditor.java","mctcore/src/main/java/gov/nasa/arc/mct/components/PropertyEditor.java","L29803","1","0","6","0","9","73"
"L29816","TextInitializer.java","mctcore/src/main/java/gov/nasa/arc/mct/components/TextInitializer.java","L29803","1","0","2","5","28","66"
"L29817","TimeConversion.java","mctcore/src/main/java/gov/nasa/arc/mct/components/TimeConversion.java","L29803","1","0","4","0","6","60"
"L30135","CollectionComponent.java","mctcore/src/main/java/gov/nasa/arc/mct/components/collection/CollectionComponent.java","L30134","1","0","1","0","4","33","L30039","CollectionComponent.java","mctcore/src/main/java/gov/nasa/arc/mct/components/collection/CollectionComponent.java","L30038","1","0","4","1","70","1","0","0"
"L30136","Group.java","mctcore/src/main/java/gov/nasa/arc/mct/components/collection/Group.java","L30134","1","0","1","0","4","34"
"L30137","package-info.java","mctcore/src/main/java/gov/nasa/arc/mct/components/collection/package-info.java","L30134","1","0","0","0","1","26"
"L29812","package-info.java","mctcore/src/main/java/gov/nasa/arc/mct/components/package-info.java","L29803","1","0","0","0","1","38"
"L30517","ComponentModelUtil.java","mctcore/src/main/java/gov/nasa/arc/mct/components/util/ComponentModelUtil.java","L30516","6","0","3","0","27","84"
"L30518","package-info.java","mctcore/src/main/java/gov/nasa/arc/mct/components/util/package-info.java","L30516","1","0","0","0","1","26"
"L30657","ConnectionStatus.java","mctcore/src/main/java/gov/nasa/arc/mct/connection/ConnectionStatus.java","L30656","1","0","7","0","12","69"
"L30658","package-info.java","mctcore/src/main/java/gov/nasa/arc/mct/connection/package-info.java","L30656","1","0","0","0","1","26"
"L30693","GlobalContext.java","mctcore/src/main/java/gov/nasa/arc/mct/context/GlobalContext.java","L30692","3","0","6","0","40","118","L30596","GlobalContext.java","mctcore/src/main/java/gov/nasa/arc/mct/context/GlobalContext.java","L30595","3","0","40","1","70","1","0","0"
"L30694","package-info.java","mctcore/src/main/java/gov/nasa/arc/mct/context/package-info.java","L30692","1","0","0","0","1","26"
"L5410","AbstractViewListener.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/AbstractViewListener.java","L5409","1","0","1","1","7","40"
"L5411","ActionContext.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/ActionContext.java","L5409","1","0","4","0","7","50"
"L5412","CompositeAction.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/CompositeAction.java","L5409","1","0","2","0","15","62"
"L5413","CompositeViewManifestationProvider.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/CompositeViewManifestationProvider.java","L5409","1","0","2","0","5","38"
