"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC","ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","bug"
"L5097","NodeTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/NodeTypeCaster.java","L5086","1","0","0","0","16","39","L5079","NodeTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/NodeTypeCaster.java","L5068","1","0","16","12","0","6","5350","0"
"L5098","ParameterExtractor.java","community/server/src/main/java/org/neo4j/server/plugins/ParameterExtractor.java","L5086","4","0","0","0","31","56","L5080","ParameterExtractor.java","community/server/src/main/java/org/neo4j/server/plugins/ParameterExtractor.java","L5068","4","0","31","12","0","6","5350","0"
"L5099","PluginInvocator.java","community/server/src/main/java/org/neo4j/server/plugins/PluginInvocator.java","L5086","1","0","0","5","16","42","L5081","PluginInvocator.java","community/server/src/main/java/org/neo4j/server/plugins/PluginInvocator.java","L5068","1","0","16","10","0","6","5350","0"
"L5100","PluginInvocatorProvider.java","community/server/src/main/java/org/neo4j/server/plugins/PluginInvocatorProvider.java","L5086","1","0","0","3","20","46","L5082","PluginInvocatorProvider.java","community/server/src/main/java/org/neo4j/server/plugins/PluginInvocatorProvider.java","L5068","1","0","20","4","0","3","268","0"
"L5101","PluginManager.java","community/server/src/main/java/org/neo4j/server/plugins/PluginManager.java","L5086","17","0","0","7","152","185","L5083","PluginManager.java","community/server/src/main/java/org/neo4j/server/plugins/PluginManager.java","L5068","17","0","152","48","0","13","5350","0"
"L5102","PluginMethod.java","community/server/src/main/java/org/neo4j/server/plugins/PluginMethod.java","L5086","9","0","0","0","69","97","L5084","PluginMethod.java","community/server/src/main/java/org/neo4j/server/plugins/PluginMethod.java","L5068","9","0","69","22","0","9","2472","0"
"L5103","PluginPointFactoryImpl.java","community/server/src/main/java/org/neo4j/server/plugins/PluginPointFactoryImpl.java","L5086","29","0","0","0","207","236","L5085","PluginPointFactoryImpl.java","community/server/src/main/java/org/neo4j/server/plugins/PluginPointFactoryImpl.java","L5068","29","0","207","17","0","7","1636","0"
"L5104","RelationshipTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/RelationshipTypeCaster.java","L5086","1","0","0","0","16","39","L5086","RelationshipTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/RelationshipTypeCaster.java","L5068","1","0","16","12","0","6","5350","0"
"L5105","RelationshipTypeTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/RelationshipTypeTypeCaster.java","L5086","4","0","0","0","27","50","L5087","RelationshipTypeTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/RelationshipTypeTypeCaster.java","L5068","4","0","27","12","0","6","5350","0"
"L5106","ResultConverter.java","community/server/src/main/java/org/neo4j/server/plugins/ResultConverter.java","L5086","27","0","0","0","221","256","L5088","ResultConverter.java","community/server/src/main/java/org/neo4j/server/plugins/ResultConverter.java","L5068","27","0","221","7","0","4","2319","0"
"L5109","SPIPluginLifecycle.java","community/server/src/main/java/org/neo4j/server/plugins/SPIPluginLifecycle.java","L5086","1","0","0","3","8","33","L5091","SPIPluginLifecycle.java","community/server/src/main/java/org/neo4j/server/plugins/SPIPluginLifecycle.java","L5068","1","0","8","9","0","6","2319","0"
"L5107","ShortTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/ShortTypeCaster.java","L5086","2","0","0","0","28","52","L5089","ShortTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/ShortTypeCaster.java","L5068","2","0","28","12","0","6","5350","0"
"L5108","SourceExtractor.java","community/server/src/main/java/org/neo4j/server/plugins/SourceExtractor.java","L5086","1","0","0","0","13","36","L5090","SourceExtractor.java","community/server/src/main/java/org/neo4j/server/plugins/SourceExtractor.java","L5068","1","0","13","10","0","5","5350","0"
"L5110","StringTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/StringTypeCaster.java","L5086","1","0","0","0","16","39","L5092","StringTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/StringTypeCaster.java","L5068","1","0","16","12","0","6","5350","0"
"L5111","TypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/TypeCaster.java","L5086","1","0","0","0","14","38","L5093","TypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/TypeCaster.java","L5068","1","0","14","12","0","6","5350","0"
"L5113","URLTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/URLTypeCaster.java","L5086","4","0","0","0","40","64","L5095","URLTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/URLTypeCaster.java","L5068","4","0","40","15","0","6","5350","0"
"L5112","UriTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/UriTypeCaster.java","L5086","1","0","0","0","16","39","L5094","UriTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/UriTypeCaster.java","L5068","1","0","16","12","0","6","5350","0"
"L19792","EnsureNeo4jPropertiesExist.java","community/server/src/main/java/org/neo4j/server/preflight/EnsureNeo4jPropertiesExist.java","L19791","7","0","0","4","76","109","L19757","EnsureNeo4jPropertiesExist.java","community/server/src/main/java/org/neo4j/server/preflight/EnsureNeo4jPropertiesExist.java","L19756","7","0","76","1","0","1","2319","0"
"L19793","EnsurePreparedForHttpLogging.java","community/server/src/main/java/org/neo4j/server/preflight/EnsurePreparedForHttpLogging.java","L19791","8","0","0","4","91","133","L19758","EnsurePreparedForHttpLogging.java","community/server/src/main/java/org/neo4j/server/preflight/EnsurePreparedForHttpLogging.java","L19756","8","0","91","3","0","3","2472","0"
"L19794","PerformRecoveryIfNecessary.java","community/server/src/main/java/org/neo4j/server/preflight/PerformRecoveryIfNecessary.java","L19791","4","0","0","4","54","81","L19759","PerformRecoveryIfNecessary.java","community/server/src/main/java/org/neo4j/server/preflight/PerformRecoveryIfNecessary.java","L19756","4","0","54","7","0","3","5350","0"
"L19795","PerformUpgradeIfNecessary.java","community/server/src/main/java/org/neo4j/server/preflight/PerformUpgradeIfNecessary.java","L19791","6","0","0","4","94","126","L19760","PerformUpgradeIfNecessary.java","community/server/src/main/java/org/neo4j/server/preflight/PerformUpgradeIfNecessary.java","L19756","6","0","94","21","0","8","5350","0"
"L19798","PreFlightTasks.java","community/server/src/main/java/org/neo4j/server/preflight/PreFlightTasks.java","L19791","5","0","1","3","35","87","L19763","PreFlightTasks.java","community/server/src/main/java/org/neo4j/server/preflight/PreFlightTasks.java","L19756","5","0","35","7","0","3","5350","0"
"L19796","PreflightFailedException.java","community/server/src/main/java/org/neo4j/server/preflight/PreflightFailedException.java","L19791","1","0","0","2","10","31","L19761","PreflightFailedException.java","community/server/src/main/java/org/neo4j/server/preflight/PreflightFailedException.java","L19756","1","0","10","1","0","1","2319","0"
"L19797","PreflightTask.java","community/server/src/main/java/org/neo4j/server/preflight/PreflightTask.java","L19791","1","0","0","3","6","29","L19762","PreflightTask.java","community/server/src/main/java/org/neo4j/server/preflight/PreflightTask.java","L19756","1","0","6","1","0","1","2319","0"
"L13658","BatchOperationResults.java","community/server/src/main/java/org/neo4j/server/rest/batch/BatchOperationResults.java","L13657","6","0","1","4","58","101","L13634","BatchOperationResults.java","community/server/src/main/java/org/neo4j/server/rest/batch/BatchOperationResults.java","L13633","6","0","58","6","0","5","224","0"
"L13659","BatchOperations.java","community/server/src/main/java/org/neo4j/server/rest/batch/BatchOperations.java","L13657","20","0","0","2","162","206","L13635","BatchOperations.java","community/server/src/main/java/org/neo4j/server/rest/batch/BatchOperations.java","L13633","20","0","162","17","0","7","505","0"
"L13660","NonStreamingBatchOperations.java","community/server/src/main/java/org/neo4j/server/rest/batch/NonStreamingBatchOperations.java","L13657","2","0","0","3","38","68","L13636","NonStreamingBatchOperations.java","community/server/src/main/java/org/neo4j/server/rest/batch/NonStreamingBatchOperations.java","L13633","2","0","38","2","0","1","268","0"
"L13661","StreamingBatchOperationResults.java","community/server/src/main/java/org/neo4j/server/rest/batch/StreamingBatchOperationResults.java","L13657","17","0","1","7","115","158","L13637","StreamingBatchOperationResults.java","community/server/src/main/java/org/neo4j/server/rest/batch/StreamingBatchOperationResults.java","L13633","17","0","115","9","0","5","5350","0"
"L13864","DiscoveryService.java","community/server/src/main/java/org/neo4j/server/rest/discovery/DiscoveryService.java","L13863","2","0","1","3","54","87","L13839","DiscoveryService.java","community/server/src/main/java/org/neo4j/server/rest/discovery/DiscoveryService.java","L13838","2","0","54","17","0","6","533","0"
"L13894","BatchOperationFailedException.java","community/server/src/main/java/org/neo4j/server/rest/domain/BatchOperationFailedException.java","L13893","1","0","0","3","11","35","L13869","BatchOperationFailedException.java","community/server/src/main/java/org/neo4j/server/rest/domain/BatchOperationFailedException.java","L13868","1","0","11","4","0","3","268","0"
"L13895","EndNodeNotFoundException.java","community/server/src/main/java/org/neo4j/server/rest/domain/EndNodeNotFoundException.java","L13893","1","0","0","1","5","27","L13870","EndNodeNotFoundException.java","community/server/src/main/java/org/neo4j/server/rest/domain/EndNodeNotFoundException.java","L13868","1","0","5","5","0","4","2319","0"
"L13896","EvaluationException.java","community/server/src/main/java/org/neo4j/server/rest/domain/EvaluationException.java","L13893","1","0","0","5","21","45","L13871","EvaluationException.java","community/server/src/main/java/org/neo4j/server/rest/domain/EvaluationException.java","L13868","1","0","21","5","0","4","2319","0"
"L13897","EvaluatorFactory.java","community/server/src/main/java/org/neo4j/server/rest/domain/EvaluatorFactory.java","L13893","7","0","1","3","128","179","L13872","EvaluatorFactory.java","community/server/src/main/java/org/neo4j/server/rest/domain/EvaluatorFactory.java","L13868","7","0","128","13","0","7","665","0"
"L13898","GraphDatabaseName.java","community/server/src/main/java/org/neo4j/server/rest/domain/GraphDatabaseName.java","L13893","3","0","0","6","29","55","L13873","GraphDatabaseName.java","community/server/src/main/java/org/neo4j/server/rest/domain/GraphDatabaseName.java","L13868","3","0","29","6","0","5","236","0"
"L13899","HtmlHelper.java","community/server/src/main/java/org/neo4j/server/rest/domain/HtmlHelper.java","L13893","21","0","1","7","168","211","L13874","HtmlHelper.java","community/server/src/main/java/org/neo4j/server/rest/domain/HtmlHelper.java","L13868","21","0","168","10","0","7","7","0"
"L13900","JsonBuildRuntimeException.java","community/server/src/main/java/org/neo4j/server/rest/domain/JsonBuildRuntimeException.java","L13893","1","0","0","4","17","41","L13875","JsonBuildRuntimeException.java","community/server/src/main/java/org/neo4j/server/rest/domain/JsonBuildRuntimeException.java","L13868","1","0","17","5","0","4","2319","0"
"L13901","JsonHelper.java","community/server/src/main/java/org/neo4j/server/rest/domain/JsonHelper.java","L13893","9","0","0","8","90","124","L13876","JsonHelper.java","community/server/src/main/java/org/neo4j/server/rest/domain/JsonHelper.java","L13868","9","0","90","29","0","12","828","0"
"L13902","JsonParseException.java","community/server/src/main/java/org/neo4j/server/rest/domain/JsonParseException.java","L13893","1","0","0","4","17","41","L13877","JsonParseException.java","community/server/src/main/java/org/neo4j/server/rest/domain/JsonParseException.java","L13868","1","0","17","5","0","4","2319","0"
"L13903","PropertySettingStrategy.java","community/server/src/main/java/org/neo4j/server/rest/domain/PropertySettingStrategy.java","L13893","16","0","2","5","131","186","L13878","PropertySettingStrategy.java","community/server/src/main/java/org/neo4j/server/rest/domain/PropertySettingStrategy.java","L13868","16","0","131","10","1","7","2472","0"
"L13904","RelationshipDirection.java","community/server/src/main/java/org/neo4j/server/rest/domain/RelationshipDirection.java","L13893","1","0","0","1","13","37","L13879","RelationshipDirection.java","community/server/src/main/java/org/neo4j/server/rest/domain/RelationshipDirection.java","L13868","1","0","13","5","0","4","2319","0"
"L13905","RelationshipExpanderBuilder.java","community/server/src/main/java/org/neo4j/server/rest/domain/RelationshipExpanderBuilder.java","L13893","11","0","1","1","67","103","L13880","RelationshipExpanderBuilder.java","community/server/src/main/java/org/neo4j/server/rest/domain/RelationshipExpanderBuilder.java","L13868","11","0","67","7","0","4","2319","0"
"L13906","StartNodeNotFoundException.java","community/server/src/main/java/org/neo4j/server/rest/domain/StartNodeNotFoundException.java","L13893","1","0","0","1","5","27","L13881","StartNodeNotFoundException.java","community/server/src/main/java/org/neo4j/server/rest/domain/StartNodeNotFoundException.java","L13868","1","0","5","5","0","4","2319","0"
"L13907","StartNodeSameAsEndNodeException.java","community/server/src/main/java/org/neo4j/server/rest/domain/StartNodeSameAsEndNodeException.java","L13893","1","0","0","1","5","27","L13882","StartNodeSameAsEndNodeException.java","community/server/src/main/java/org/neo4j/server/rest/domain/StartNodeSameAsEndNodeException.java","L13868","1","0","5","5","0","4","2319","0"
"L13908","TraversalDescriptionBuilder.java","community/server/src/main/java/org/neo4j/server/rest/domain/TraversalDescriptionBuilder.java","L13893","28","0","0","3","202","252","L13883","TraversalDescriptionBuilder.java","community/server/src/main/java/org/neo4j/server/rest/domain/TraversalDescriptionBuilder.java","L13868","28","0","202","17","0","8","665","0"
"L13909","TraverserReturnType.java","community/server/src/main/java/org/neo4j/server/rest/domain/TraverserReturnType.java","L13893","2","0","0","2","49","74","L13884","TraverserReturnType.java","community/server/src/main/java/org/neo4j/server/rest/domain/TraverserReturnType.java","L13868","2","0","49","15","0","7","268","0"
"L13910","URIHelper.java","community/server/src/main/java/org/neo4j/server/rest/domain/URIHelper.java","L13893","2","0","0","2","18","40","L13885","URIHelper.java","community/server/src/main/java/org/neo4j/server/rest/domain/URIHelper.java","L13868","2","0","18","5","0","4","2319","0"
"L13911","UriToDatabaseMatcher.java","community/server/src/main/java/org/neo4j/server/rest/domain/UriToDatabaseMatcher.java","L13893","4","0","2","2","52","101","L13886","UriToDatabaseMatcher.java","community/server/src/main/java/org/neo4j/server/rest/domain/UriToDatabaseMatcher.java","L13868","4","0","52","5","0","4","2319","0"
"L14480","Leasable.java","community/server/src/main/java/org/neo4j/server/rest/paging/Leasable.java","L14479","1","0","0","1","4","26","L14455","Leasable.java","community/server/src/main/java/org/neo4j/server/rest/paging/Leasable.java","L14454","1","0","4","1","0","1","1126","0"
"L14481","Lease.java","community/server/src/main/java/org/neo4j/server/rest/paging/Lease.java","L14479","3","0","0","7","57","89","L14456","Lease.java","community/server/src/main/java/org/neo4j/server/rest/paging/Lease.java","L14454","3","0","57","8","0","5","5350","0"
"L14482","LeaseAlreadyExpiredException.java","community/server/src/main/java/org/neo4j/server/rest/paging/LeaseAlreadyExpiredException.java","L14479","1","0","0","2","9","31","L14457","LeaseAlreadyExpiredException.java","community/server/src/main/java/org/neo4j/server/rest/paging/LeaseAlreadyExpiredException.java","L14454","1","0","9","3","0","2","2319","0"
"L14483","LeaseManager.java","community/server/src/main/java/org/neo4j/server/rest/paging/LeaseManager.java","L14479","7","0","0","6","61","96","L14458","LeaseManager.java","community/server/src/main/java/org/neo4j/server/rest/paging/LeaseManager.java","L14454","7","0","61","9","0","5","5350","0"
"L14484","LeaseManagerProvider.java","community/server/src/main/java/org/neo4j/server/rest/paging/LeaseManagerProvider.java","L14479","1","0","0","3","19","46","L14459","LeaseManagerProvider.java","community/server/src/main/java/org/neo4j/server/rest/paging/LeaseManagerProvider.java","L14454","1","0","19","7","0","4","2472","0"
"L14485","PagedTraverser.java","community/server/src/main/java/org/neo4j/server/rest/paging/PagedTraverser.java","L14479","5","0","0","6","59","91","L14460","PagedTraverser.java","community/server/src/main/java/org/neo4j/server/rest/paging/PagedTraverser.java","L14454","5","0","59","5","0","4","665","0"
"L7033","ConstraintDefinitionRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ConstraintDefinitionRepresentation.java","L7032","1","0","0","2","37","64","L7015","ConstraintDefinitionRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ConstraintDefinitionRepresentation.java","L7014","1","0","37","7","0","4","224","0"
"L7034","CypherRepresentationDispatcher.java","community/server/src/main/java/org/neo4j/server/rest/repr/CypherRepresentationDispatcher.java","L7032","2","0","0","1","17","39","L7016","CypherRepresentationDispatcher.java","community/server/src/main/java/org/neo4j/server/rest/repr/CypherRepresentationDispatcher.java","L7014","2","0","17","2","0","2","2472","0"
"L7035","CypherResultRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/CypherResultRepresentation.java","L7032","14","0","0","2","164","218","L7017","CypherResultRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/CypherResultRepresentation.java","L7014","14","0","164","26","0","10","2472","0"
"L7036","DatabaseRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/DatabaseRepresentation.java","L7032","1","0","0","3","41","68","L7018","DatabaseRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/DatabaseRepresentation.java","L7014","1","0","41","34","0","12","665","0"
"L7037","DefaultFormat.java","community/server/src/main/java/org/neo4j/server/rest/repr/DefaultFormat.java","L7032","10","0","1","6","121","163","L7019","DefaultFormat.java","community/server/src/main/java/org/neo4j/server/rest/repr/DefaultFormat.java","L7014","10","0","121","9","0","5","1296","0"
"L7038","DiscoveryRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/DiscoveryRepresentation.java","L7032","1","0","0","2","21","46","L7020","DiscoveryRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/DiscoveryRepresentation.java","L7014","1","0","21","9","0","4","2319","0"
"L7039","EntityRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/EntityRepresentation.java","L7032","1","0","0","2","5","26","L7021","EntityRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/EntityRepresentation.java","L7014","1","0","5","3","0","2","1296","0"
"L7040","ExceptionRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ExceptionRepresentation.java","L7032","6","0","0","2","39","64","L7022","ExceptionRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ExceptionRepresentation.java","L7014","6","0","39","27","0","8","2319","0"
"L7041","ExtensionPointRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ExtensionPointRepresentation.java","L7032","2","0","0","10","81","116","L7023","ExtensionPointRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ExtensionPointRepresentation.java","L7014","2","0","81","5","0","4","2319","0"
"L7042","FullPathRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/FullPathRepresentation.java","L7032","1","0","0","7","36","64","L7024","FullPathRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/FullPathRepresentation.java","L7014","1","0","36","6","0","4","2319","0"
"L7043","IndexDefinitionRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/IndexDefinitionRepresentation.java","L7032","1","0","0","2","29","54","L7025","IndexDefinitionRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/IndexDefinitionRepresentation.java","L7014","1","0","29","3","0","2","2319","0"
"L7045","IndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/IndexRepresentation.java","L7032","2","0","0","4","37","67","L7027","IndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/IndexRepresentation.java","L7014","2","0","37","10","0","6","5350","0"
"L7044","IndexedEntityRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/IndexedEntityRepresentation.java","L7032","1","0","0","5","42","70","L7026","IndexedEntityRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/IndexedEntityRepresentation.java","L7014","1","0","42","5","0","4","2319","0"
"L7046","InputFormatProvider.java","community/server/src/main/java/org/neo4j/server/rest/repr/InputFormatProvider.java","L7032","2","0","0","3","32","58","L7028","InputFormatProvider.java","community/server/src/main/java/org/neo4j/server/rest/repr/InputFormatProvider.java","L7014","2","0","32","6","0","5","268","0"
"L7047","ListEntityRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ListEntityRepresentation.java","L7032","1","0","0","3","33","60","L7029","ListEntityRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ListEntityRepresentation.java","L7014","1","0","33","4","0","3","412","0"
"L7048","MapRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/MapRepresentation.java","L7032","13","0","0","2","79","111","L7030","MapRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/MapRepresentation.java","L7014","13","0","79","14","0","7","2319","0"
"L7049","MediaTypeNotSupportedException.java","community/server/src/main/java/org/neo4j/server/rest/repr/MediaTypeNotSupportedException.java","L7032","6","0","0","2","60","86","L7031","MediaTypeNotSupportedException.java","community/server/src/main/java/org/neo4j/server/rest/repr/MediaTypeNotSupportedException.java","L7014","6","0","60","7","0","4","2319","0"
"L7050","NodeAutoIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/NodeAutoIndexRepresentation.java","L7032","1","0","0","2","17","45","L7032","NodeAutoIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/NodeAutoIndexRepresentation.java","L7014","1","0","17","7","0","4","5350","0"
"L7051","NodeIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/NodeIndexRepresentation.java","L7032","1","0","0","4","18","43","L7033","NodeIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/NodeIndexRepresentation.java","L7014","1","0","18","5","0","4","2319","0"
"L7052","NodeIndexRootRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/NodeIndexRootRepresentation.java","L7032","2","0","0","2","24","49","L7034","NodeIndexRootRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/NodeIndexRootRepresentation.java","L7014","2","0","24","5","0","4","2319","0"
"L7053","NodeRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/NodeRepresentation.java","L7032","2","0","0","18","121","163","L7035","NodeRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/NodeRepresentation.java","L7014","2","0","121","8","0","5","5350","0"
"L7054","ObjectRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ObjectRepresentation.java","L7032","13","0","0","2","119","154","L7036","ObjectRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ObjectRepresentation.java","L7014","13","0","119","9","0","7","5350","0"
"L7055","ObjectToRepresentationConverter.java","community/server/src/main/java/org/neo4j/server/rest/repr/ObjectToRepresentationConverter.java","L7032","15","0","0","4","110","141","L7037","ObjectToRepresentationConverter.java","community/server/src/main/java/org/neo4j/server/rest/repr/ObjectToRepresentationConverter.java","L7014","15","0","110","18","0","11","665","0"
"L7056","OutputFormat.java","community/server/src/main/java/org/neo4j/server/rest/repr/OutputFormat.java","L7032","11","0","0","20","194","247","L7038","OutputFormat.java","community/server/src/main/java/org/neo4j/server/rest/repr/OutputFormat.java","L7014","11","0","194","45","0","18","828","0"
"L7057","OutputFormatProvider.java","community/server/src/main/java/org/neo4j/server/rest/repr/OutputFormatProvider.java","L7032","13","0","0","3","135","180","L7039","OutputFormatProvider.java","community/server/src/main/java/org/neo4j/server/rest/repr/OutputFormatProvider.java","L7014","13","0","135","15","0","8","828","0"
"L7058","PathRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/PathRepresentation.java","L7032","1","0","0","7","59","105","L7040","PathRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/PathRepresentation.java","L7014","1","0","59","10","0","7","2319","0"
"L7059","PropertiesRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/PropertiesRepresentation.java","L7032","10","0","0","4","200","247","L7041","PropertiesRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/PropertiesRepresentation.java","L7014","10","0","200","5","0","4","2319","0"
"L7060","RelationshipAutoIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipAutoIndexRepresentation.java","L7032","1","0","0","2","17","44","L7042","RelationshipAutoIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipAutoIndexRepresentation.java","L7014","1","0","17","7","0","4","5350","0"
"L7061","RelationshipIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipIndexRepresentation.java","L7032","1","0","0","4","18","44","L7043","RelationshipIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipIndexRepresentation.java","L7014","1","0","18","3","0","2","1296","0"
"L7062","RelationshipIndexRootRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipIndexRootRepresentation.java","L7032","2","0","0","2","22","46","L7044","RelationshipIndexRootRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipIndexRootRepresentation.java","L7014","2","0","22","5","0","4","2319","0"
"L7063","RelationshipRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipRepresentation.java","L7032","1","0","0","11","79","114","L7045","RelationshipRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipRepresentation.java","L7014","1","0","79","5","0","4","2319","0"
"L7064","RepresentationDispatcher.java","community/server/src/main/java/org/neo4j/server/rest/repr/RepresentationDispatcher.java","L7032","8","0","1","0","130","176","L7046","RepresentationDispatcher.java","community/server/src/main/java/org/neo4j/server/rest/repr/RepresentationDispatcher.java","L7014","8","0","130","2","0","2","2472","0"
"L7065","RepresentationExceptionHandlingIterable.java","community/server/src/main/java/org/neo4j/server/rest/repr/RepresentationExceptionHandlingIterable.java","L7032","4","0","0","2","27","54","L7047","RepresentationExceptionHandlingIterable.java","community/server/src/main/java/org/neo4j/server/rest/repr/RepresentationExceptionHandlingIterable.java","L7014","4","0","27","3","0","3","5350","0"
"L7066","RepresentationFormatRepository.java","community/server/src/main/java/org/neo4j/server/rest/repr/RepresentationFormatRepository.java","L7032","16","0","0","4","99","135","L7048","RepresentationFormatRepository.java","community/server/src/main/java/org/neo4j/server/rest/repr/RepresentationFormatRepository.java","L7014","16","0","99","10","0","6","5350","0"
"L7067","RepresentationWriteHandler.java","community/server/src/main/java/org/neo4j/server/rest/repr/RepresentationWriteHandler.java","L7032","1","0","0","4","22","51","L7049","RepresentationWriteHandler.java","community/server/src/main/java/org/neo4j/server/rest/repr/RepresentationWriteHandler.java","L7014","1","0","22","1","0","1","1636","0"
"L7068","ScoredEntityRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ScoredEntityRepresentation.java","L7032","1","0","0","4","39","67","L7050","ScoredEntityRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ScoredEntityRepresentation.java","L7014","1","0","39","3","0","2","5350","0"
"L7069","ScoredNodeRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ScoredNodeRepresentation.java","L7032","1","0","0","14","69","103","L7051","ScoredNodeRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ScoredNodeRepresentation.java","L7014","1","0","69","4","0","3","2319","0"
"L7070","ScoredRelationshipRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ScoredRelationshipRepresentation.java","L7032","1","0","0","8","40","68","L7052","ScoredRelationshipRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ScoredRelationshipRepresentation.java","L7014","1","0","40","3","0","2","5350","0"
"L7071","ServerExtensionRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ServerExtensionRepresentation.java","L7032","5","0","0","2","52","80","L7053","ServerExtensionRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ServerExtensionRepresentation.java","L7014","5","0","52","5","0","4","2319","0"
"L7072","ServerListRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ServerListRepresentation.java","L7032","8","0","0","2","22","46","L7054","ServerListRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ServerListRepresentation.java","L7014","8","0","22","3","0","3","1126","0"
"L7073","StreamingFormat.java","community/server/src/main/java/org/neo4j/server/rest/repr/StreamingFormat.java","L7032","1","0","0","2","11","36","L7055","StreamingFormat.java","community/server/src/main/java/org/neo4j/server/rest/repr/StreamingFormat.java","L7014","1","0","11","6","0","4","1636","0"
